id,user_msg,expected_intent,expected_class,expected_attributes,expected_filter_attributes,expected_key_quantity,dataset
725,add universe with dark_matter_percentage=27%,ADD,universe,"{""dark_matter_percentage"": ""27%""}",{},1,SYNTHETIC
726,add instrument with manufacturer=Yamaha,ADD,instrument,"{""manufacturer"": ""Yamaha""}",{},1,SYNTHETIC
727,add painting with style=Impressionism,ADD,painting,"{""style"": ""Impressionism""}",{},1,SYNTHETIC
728,add sculpture with dimensions=2m x 1m x 1m,ADD,sculpture,"{""dimensions"": ""2m x 1m x 1m""}",{},1,SYNTHETIC
729,show students with age > 20,READ,student,{},"{""age"": "">20""}",1,SYNTHETIC
730,delete subjects with credits=3,DELETE,subject,{},"{""credits"": ""3""}",1,SYNTHETIC
731,"update teachers with email domain @university.edu, set status=active",UPDATE,teacher,"{""status"": ""active""}","{""email_domain"": ""university.edu""}",2,SYNTHETIC
732,get outcomes for current month,READ,outcome,{},"{""date"": ""current month""}",1,SYNTHETIC
733,add invoice with due_date=2025-07-31,ADD,invoice,"{""due_date"": ""2025-07-31""}",{},1,SYNTHETIC
734,delete tests with grade=F,DELETE,test,{},"{""grade"": ""F""}",1,SYNTHETIC
735,"update articles with author=Jane, set status=published",UPDATE,article,"{""status"": ""published""}","{""author"": ""Jane""}",2,SYNTHETIC
736,show courses with less than 30 students,READ,course,{},"{""number_of_students"": ""<30""}",1,SYNTHETIC
737,delete books published before 2000,DELETE,book,{},"{""publication_year"": ""<2000""}",1,SYNTHETIC
738,"update employees with salary < 50000, set bonus=true",UPDATE,employee,"{""bonus"": ""true""}","{""salary"": ""<50000""}",2,SYNTHETIC
739,get products with rating 4 stars,READ,product,{},"{""rating"": ""4 stars""}",1,SYNTHETIC
740,delete customers with no recent orders,DELETE,customer,{},"{""recent_orders"": ""none""}",1,SYNTHETIC
741,"update orders with status pending, set fulfillment_date=tomorrow",UPDATE,order,"{""fulfillment_date"": ""tomorrow""}","{""status"": ""pending""}",2,SYNTHETIC
742,show projects ending this quarter,READ,project,{},"{""end_date"": ""this quarter""}",1,SYNTHETIC
743,delete tasks with priority low,DELETE,task,{},"{""priority"": ""low""}",1,SYNTHETIC
744,"update events with date in past, set archived=true",UPDATE,event,"{""archived"": ""true""}","{""date"": ""past""}",2,SYNTHETIC
745,get feedback with negative sentiment,READ,feedback,{},"{""sentiment"": ""negative""}",1,SYNTHETIC
746,delete users inactive for over a year,DELETE,user,{},"{""last_login"": "">1 year ago""}",1,SYNTHETIC
747,"update reports with type daily, set frequency=weekly",UPDATE,report,"{""frequency"": ""weekly""}","{""type"": ""daily""}",2,SYNTHETIC
748,show documents created by John,READ,document,{},"{""created_by"": ""John""}",1,SYNTHETIC
749,delete movies released before 2000,DELETE,movie,{},"{""release_year"": ""<2000""}",1,SYNTHETIC
750,"update songs with genre Pop, set popularity=high",UPDATE,song,"{""popularity"": ""high""}","{""genre"": ""Pop""}",2,SYNTHETIC
751,get albums with less than 10 tracks,READ,album,{},"{""number_of_tracks"": ""<10""}",1,SYNTHETIC
752,delete playlists with no songs,DELETE,playlist,{},"{""number_of_songs"": ""0""}",1,SYNTHETIC
753,"update podcasts with host Joe Rogan, set rating=5 stars",UPDATE,podcast,"{""rating"": ""5 stars""}","{""host"": ""Joe Rogan""}",2,SYNTHETIC
754,show recipes with vegetarian diet type,READ,recipe,{},"{""diet_type"": ""vegetarian""}",1,SYNTHETIC
755,delete ingredients not in stock,DELETE,ingredient,{},"{""in_stock"": ""false""}",1,SYNTHETIC
756,"update restaurants with rating below 3, set status=closed",UPDATE,restaurant,"{""status"": ""closed""}","{""rating"": ""<3""}",2,SYNTHETIC
757,get cars manufactured in Germany,READ,car,{},"{""country_of_origin"": ""Germany""}",1,SYNTHETIC
758,delete houses with no garage,DELETE,house,{},"{""garage"": ""false""}",1,SYNTHETIC
759,"update pets with chip id 123, set owner=Jane",UPDATE,pet,"{""owner"": ""Jane""}","{""chip_id"": ""123""}",2,SYNTHETIC
760,show plants that need daily watering,READ,plant,{},"{""watering_frequency"": ""daily""}",1,SYNTHETIC
761,delete computers older than 5 years,DELETE,computer,{},"{""age"": "">5 years""}",1,SYNTHETIC
762,"update phones with low battery, set charging=true",UPDATE,phone,"{""charging"": ""true""}","{""battery_level"": ""low""}",2,SYNTHETIC
763,get appliances with warranty still active,READ,appliance,{},"{""warranty_status"": ""active""}",1,SYNTHETIC
764,delete clothing items with rips,DELETE,clothing,{},"{""condition"": ""ripped""}",1,SYNTHETIC
765,"update footwear with size 8, set condition=new",UPDATE,footwear,"{""condition"": ""new""}","{""size"": ""8""}",2,SYNTHETIC
766,show furniture requiring assembly,READ,furniture,{},"{""assembly_required"": ""true""}",1,SYNTHETIC
767,delete buildings with less than 2 floors,DELETE,building,{},"{""floors"": ""<2""}",1,SYNTHETIC
768,"update devices with low battery, set power_saver_mode=true",UPDATE,device,"{""power_saver_mode"": ""true""}","{""battery_status"": ""low""}",2,SYNTHETIC
769,get software with perpetual license,READ,software,{},"{""license"": ""perpetual""}",1,SYNTHETIC
770,delete games with low reviews,DELETE,game,{},"{""reviews"": ""low""}",1,SYNTHETIC
771,"update consoles with serial number XYZ, set firmware_version=latest",UPDATE,console,"{""firmware_version"": ""latest""}","{""serial_number"": ""XYZ""}",2,SYNTHETIC
772,show artworks on display,READ,artwork,{},"{""status"": ""on display""}",1,SYNTHETIC
773,delete museums with no current exhibitions,DELETE,museum,{},"{""current_exhibitions"": ""none""}",1,SYNTHETIC
774,"update monuments with historical protection, set renovation_needed=false",UPDATE,monument,"{""renovation_needed"": ""false""}","{""protection_status"": ""historical""}",2,SYNTHETIC
775,get landmarks with free entry,READ,landmark,{},"{""entry_fee"": ""free""}",1,SYNTHETIC
776,delete countries with travel warnings,DELETE,country,{},"{""travel_advisory"": ""warning""}",1,SYNTHETIC
777,"update cities with high crime rates, set policing_level=increased",UPDATE,city,"{""policing_level"": ""increased""}","{""crime_rate"": ""high""}",2,SYNTHETIC
778,show persons older than 60,READ,person,{},"{""age"": "">60""}",1,SYNTHETIC
779,delete animals listed as endangered,DELETE,animal,{},"{""conservation_status"": ""endangered""}",1,SYNTHETIC
780,"update planets with liquid water, set life_potential=high",UPDATE,planet,"{""life_potential"": ""high""}","{""water_present"": ""true""}",2,SYNTHETIC
781,get stars nearing supernova,READ,star,{},"{""stage"": ""nearing supernova""}",1,SYNTHETIC
782,delete galaxies experiencing a merger,DELETE,galaxy,{},"{""merger_status"": ""in progress""}",1,SYNTHETIC
783,"update universe with expansion rate increasing, set dark_energy_research=active",UPDATE,universe,"{""dark_energy_research"": ""active""}","{""expansion_rate"": ""increasing""}",2,SYNTHETIC
784,show instruments in mint condition,READ,instrument,{},"{""condition"": ""mint""}",1,SYNTHETIC
785,delete paintings from 20th century,DELETE,painting,{},"{""century"": ""20th""}",1,SYNTHETIC
786,"update sculptures made of bronze, set value=high",UPDATE,sculpture,"{""value"": ""high""}","{""material"": ""bronze""}",2,SYNTHETIC
787,add a student with major=Computer Science,ADD,student,"{""major"": ""Computer Science""}",{},1,SYNTHETIC
788,add subject with prerequisites='Math 101',ADD,subject,"{""prerequisites"": ""Math 101""}",{},1,SYNTHETIC
789,add teacher with tenure=true,ADD,teacher,"{""tenure"": ""true""}",{},1,SYNTHETIC
790,add outcome with status=pending,ADD,outcome,"{""status"": ""pending""}",{},1,SYNTHETIC
791,add invoice with payment_method=credit card,ADD,invoice,"{""payment_method"": ""credit card""}",{},1,SYNTHETIC
792,add test with result=pass,ADD,test,"{""result"": ""pass""}",{},1,SYNTHETIC
793,add article with topic=Space Exploration,ADD,article,"{""topic"": ""Space Exploration""}",{},1,SYNTHETIC
794,add course with capacity=50,ADD,course,"{""capacity"": ""50""}",{},1,SYNTHETIC
795,add book with genre=Fantasy,ADD,book,"{""genre"": ""Fantasy""}",{},1,SYNTHETIC
796,add employee with position=Manager,ADD,employee,"{""position"": ""Manager""}",{},1,SYNTHETIC
797,add product with stock_quantity=100,ADD,product,"{""stock_quantity"": ""100""}",{},1,SYNTHETIC
798,add customer with loyalty_program=true,ADD,customer,"{""loyalty_program"": ""true""}",{},1,SYNTHETIC
799,add order with shipping_address=123 Elm St,ADD,order,"{""shipping_address"": ""123 Elm St""}",{},1,SYNTHETIC
800,add project with budget=100000,ADD,project,"{""budget"": ""100000""}",{},1,SYNTHETIC
801,add task with priority=high,ADD,task,"{""priority"": ""high""}",{},1,SYNTHETIC
802,add event with attendee_count=500,ADD,event,"{""attendee_count"": ""500""}",{},1,SYNTHETIC
803,add feedback with category=bug report,ADD,feedback,"{""category"": ""bug report""}",{},1,SYNTHETIC
804,add user with last_login=yesterday,ADD,user,"{""last_login"": ""yesterday""}",{},1,SYNTHETIC
805,add report with format=CSV,ADD,report,"{""format"": ""CSV""}",{},1,SYNTHETIC
806,"add document with keywords=legal, contract",ADD,document,"{""keywords"": ""legal, contract""}",{},1,SYNTHETIC
807,add movie with runtime=150 minutes,ADD,movie,"{""runtime"": ""150 minutes""}",{},1,SYNTHETIC
808,add song with release_year=2020,ADD,song,"{""release_year"": ""2020""}",{},1,SYNTHETIC
809,add album with total_tracks=12,ADD,album,"{""total_tracks"": ""12""}",{},1,SYNTHETIC
810,add playlist with privacy_setting=public,ADD,playlist,"{""privacy_setting"": ""public""}",{},1,SYNTHETIC
811,add podcast with average_episode_length=30 minutes,ADD,podcast,"{""average_episode_length"": ""30 minutes""}",{},1,SYNTHETIC
812,add recipe with serving_size=4,ADD,recipe,"{""serving_size"": ""4""}",{},1,SYNTHETIC
813,add ingredient with allergen_info=gluten-free,ADD,ingredient,"{""allergen_info"": ""gluten-free""}",{},1,SYNTHETIC
814,add restaurant with reservation_required=true,ADD,restaurant,"{""reservation_required"": ""true""}",{},1,SYNTHETIC
815,add car with transmission=automatic,ADD,car,"{""transmission"": ""automatic""}",{},1,SYNTHETIC
816,add house with heating_type=gas,ADD,house,"{""heating_type"": ""gas""}",{},1,SYNTHETIC
817,add pet with microchip_id=12345,ADD,pet,"{""microchip_id"": ""12345""}",{},1,SYNTHETIC
818,add plant with light_requirement=full sun,ADD,plant,"{""light_requirement"": ""full sun""}",{},1,SYNTHETIC
819,add computer with storage_type=SSD,ADD,computer,"{""storage_type"": ""SSD""}",{},1,SYNTHETIC
820,add phone with screen_size=6.1 inches,ADD,phone,"{""screen_size"": ""6.1 inches""}",{},1,SYNTHETIC
821,add appliance with installation_type=built-in,ADD,appliance,"{""installation_type"": ""built-in""}",{},1,SYNTHETIC
822,add clothing with material=cotton,ADD,clothing,"{""material"": ""cotton""}",{},1,SYNTHETIC
823,add footwear with sole_material=rubber,ADD,footwear,"{""sole_material"": ""rubber""}",{},1,SYNTHETIC
824,add furniture with condition=new,ADD,furniture,"{""condition"": ""new""}",{},1,SYNTHETIC
825,add building with purpose=residential,ADD,building,"{""purpose"": ""residential""}",{},1,SYNTHETIC
826,add device with battery_life=10 hours,ADD,device,"{""battery_life"": ""10 hours""}",{},1,SYNTHETIC
827,add software with operating_system=macOS,ADD,software,"{""operating_system"": ""macOS""}",{},1,SYNTHETIC
828,add game with multiplayer_support=true,ADD,game,"{""multiplayer_support"": ""true""}",{},1,SYNTHETIC
829,add console with controller_type=wireless,ADD,console,"{""controller_type"": ""wireless""}",{},1,SYNTHETIC
830,add artwork with creation_date=1888,ADD,artwork,"{""creation_date"": ""1888""}",{},1,SYNTHETIC
831,add museum with visitor_restrictions=none,ADD,museum,"{""visitor_restrictions"": ""none""}",{},1,SYNTHETIC
832,add monument with maintenance_status=good,ADD,monument,"{""maintenance_status"": ""good""}",{},1,SYNTHETIC
833,add landmark with historical_status=protected,ADD,landmark,"{""historical_status"": ""protected""}",{},1,SYNTHETIC
834,add country with major_language=English,ADD,country,"{""major_language"": ""English""}",{},1,SYNTHETIC
835,add city with average_temperature=25 C,ADD,city,"{""average_temperature"": ""25 C""}",{},1,SYNTHETIC
836,add person with marital_status=single,ADD,person,"{""marital_status"": ""single""}",{},1,SYNTHETIC
837,add animal with lifespan_in_captivity=20 years,ADD,animal,"{""lifespan_in_captivity"": ""20 years""}",{},1,SYNTHETIC
838,add planet with rings=true,ADD,planet,"{""rings"": ""true""}",{},1,SYNTHETIC
839,add star with distance_from_earth=4.2 light-years,ADD,star,"{""distance_from_earth"": ""4.2 light-years""}",{},1,SYNTHETIC
840,add galaxy with number_of_stars=200 billion,ADD,galaxy,"{""number_of_stars"": ""200 billion""}",{},1,SYNTHETIC
841,add universe with estimated_future=heat death,ADD,universe,"{""estimated_future"": ""heat death""}",{},1,SYNTHETIC
842,add instrument with year_manufactured=2010,ADD,instrument,"{""year_manufactured"": ""2010""}",{},1,SYNTHETIC
843,add painting with dimensions=77 cm x 53 cm,ADD,painting,"{""dimensions"": ""77 cm x 53 cm""}",{},1,SYNTHETIC
844,add sculpture with weight=500 kg,ADD,sculpture,"{""weight"": ""500 kg""}",{},1,SYNTHETIC
845,show students majoring in Biology,READ,student,{},"{""major"": ""Biology""}",1,SYNTHETIC
846,delete subjects without any prerequisites,DELETE,subject,{},"{""prerequisites"": ""none""}",1,SYNTHETIC
847,"update teachers who are part-time, set full_time=false",UPDATE,teacher,"{""full_time"": ""false""}","{""employment_type"": ""part-time""}",2,SYNTHETIC
848,get outcomes with category 'Rent',READ,outcome,{},"{""category"": ""Rent""}",1,SYNTHETIC
849,add invoice with currency=EUR,ADD,invoice,"{""currency"": ""EUR""}",{},1,SYNTHETIC
850,delete tests taken after 2024,DELETE,test,{},"{""date_taken"": "">2024""}",1,SYNTHETIC
851,"update articles with status 'draft', set published_date=today",UPDATE,article,"{""published_date"": ""today""}","{""status"": ""draft""}",2,SYNTHETIC
852,show courses that are online,READ,course,{},"{""delivery_method"": ""online""}",1,SYNTHETIC
853,delete books with more than 500 pages,DELETE,book,{},"{""pages"": "">500""}",1,SYNTHETIC
854,"update employees in Marketing, set experience_level=senior",UPDATE,employee,"{""experience_level"": ""senior""}","{""department"": ""Marketing""}",2,SYNTHETIC
855,get products from brand 'Sony',READ,product,{},"{""brand"": ""Sony""}",1,SYNTHETIC
856,delete customers with last_activity over 6 months ago,DELETE,customer,{},"{""last_activity"": "">6 months ago""}",1,SYNTHETIC
857,"update orders placed on a weekend, set discount=10%",UPDATE,order,"{""discount"": ""10%""}","{""day_of_week"": ""weekend""}",2,SYNTHETIC
858,show projects currently active,READ,project,{},"{""status"": ""active""}",1,SYNTHETIC
859,delete tasks completed before deadline,DELETE,task,{},"{""completion_status"": ""early""}",1,SYNTHETIC
860,"update events with participant count less than 10, set cancelled=true",UPDATE,event,"{""cancelled"": ""true""}","{""participant_count"": ""<10""}",2,SYNTHETIC
861,get feedback received today,READ,feedback,{},"{""date_received"": ""today""}",1,SYNTHETIC
862,delete users with no assigned roles,DELETE,user,{},"{""roles"": ""none""}",1,SYNTHETIC
863,"update reports with data source 'external', set data_quality=high",UPDATE,report,"{""data_quality"": ""high""}","{""data_source"": ""external""}",2,SYNTHETIC
864,show documents last modified last week,READ,document,{},"{""last_modified"": ""last week""}",1,SYNTHETIC
865,delete movies with budget under 1 million,DELETE,movie,{},"{""budget"": ""<1 million""}",1,SYNTHETIC
866,"update songs with explicit lyrics, set content_warning=true",UPDATE,song,"{""content_warning"": ""true""}","{""explicit_lyrics"": ""true""}",2,SYNTHETIC
867,get albums released this year,READ,album,{},"{""release_year"": ""this year""}",1,SYNTHETIC
868,delete playlists that are private,DELETE,playlist,{},"{""privacy_setting"": ""private""}",1,SYNTHETIC
869,"update podcasts with less than 100 episodes, set featured=true",UPDATE,podcast,"{""featured"": ""true""}","{""total_episodes"": ""<100""}",2,SYNTHETIC
870,show recipes with cook time less than 30 minutes,READ,recipe,{},"{""cook_time"": ""<30 minutes""}",1,SYNTHETIC
871,delete ingredients that are perishable,DELETE,ingredient,{},"{""perishable"": ""true""}",1,SYNTHETIC
872,"update restaurants with outdoor seating, set outdoor_dining_available=true",UPDATE,restaurant,"{""outdoor_dining_available"": ""true""}","{""has_outdoor_seating"": ""true""}",2,SYNTHETIC
873,get cars with low mileage,READ,car,{},"{""mileage"": ""low""}",1,SYNTHETIC
874,delete houses with property taxes over $5000,DELETE,house,{},"{""property_taxes"": "">$5000""}",1,SYNTHETIC
875,"update pets with medical condition, set vet_checkup_required=true",UPDATE,pet,"{""vet_checkup_required"": ""true""}","{""medical_condition"": ""true""}",2,SYNTHETIC
876,show plants that are drought-tolerant,READ,plant,{},"{""water_tolerance"": ""drought""}",1,SYNTHETIC
877,delete computers with outdated graphics cards,DELETE,computer,{},"{""graphics_card_status"": ""outdated""}",1,SYNTHETIC
878,"update phones with broken screens, set repair_status=in progress",UPDATE,phone,"{""repair_status"": ""in progress""}","{""screen_condition"": ""broken""}",2,SYNTHETIC
879,get appliances still under warranty,READ,appliance,{},"{""warranty_remaining"": "">0""}",1,SYNTHETIC
880,delete clothing items that are stained,DELETE,clothing,{},"{""condition"": ""stained""}",1,SYNTHETIC
881,"update footwear that is waterproof, set suitable_for_rain=true",UPDATE,footwear,"{""suitable_for_rain"": ""true""}","{""waterproof"": ""true""}",2,SYNTHETIC
882,show furniture that is vintage,READ,furniture,{},"{""style"": ""vintage""}",1,SYNTHETIC
883,delete buildings that are vacant,DELETE,building,{},"{""occupancy_status"": ""vacant""}",1,SYNTHETIC
884,"update devices with low storage, set cloud_backup_enabled=true",UPDATE,device,"{""cloud_backup_enabled"": ""true""}","{""storage_status"": ""low""}",2,SYNTHETIC
885,get software with open-source license,READ,software,{},"{""license_type"": ""open-source""}",1,SYNTHETIC
886,delete games with file size over 100GB,DELETE,game,{},"{""file_size"": "">100GB""}",1,SYNTHETIC
887,"update consoles that are customized, set warranty_void=true",UPDATE,console,"{""warranty_void"": ""true""}","{""customized"": ""true""}",2,SYNTHETIC
888,show artworks in private collections,READ,artwork,{},"{""collection_type"": ""private""}",1,SYNTHETIC
889,delete museums undergoing renovation,DELETE,museum,{},"{""renovation_status"": ""in progress""}",1,SYNTHETIC
890,"update monuments that are UNESCO sites, set preservation_priority=high",UPDATE,monument,"{""preservation_priority"": ""high""}","{""UNESCO_status"": ""true""}",2,SYNTHETIC
891,get landmarks with historical significance 'very high',READ,landmark,{},"{""historical_significance"": ""very high""}",1,SYNTHETIC
892,delete countries with unstable political climate,DELETE,country,{},"{""political_stability"": ""unstable""}",1,SYNTHETIC
893,"update cities with high tourist volume, set tourism_marketing_budget=increased",UPDATE,city,"{""tourism_marketing_budget"": ""increased""}","{""tourist_volume"": ""high""}",2,SYNTHETIC
894,show persons living in New York,READ,person,{},"{""city_of_residence"": ""New York""}",1,SYNTHETIC
895,delete animals in zoos,DELETE,animal,{},"{""location_type"": ""zoo""}",1,SYNTHETIC
896,"update planets with active volcanoes, set geological_activity=high",UPDATE,planet,"{""geological_activity"": ""high""}","{""volcanoes_present"": ""true""}",2,SYNTHETIC
897,get stars with a habitable zone,READ,star,{},"{""habitable_zone"": ""true""}",1,SYNTHETIC
898,delete galaxies with a black hole at their center,DELETE,galaxy,{},"{""central_black_hole"": ""true""}",1,SYNTHETIC
899,"update universe with accelerating expansion, set dark_energy_dominant=true",UPDATE,universe,"{""dark_energy_dominant"": ""true""}","{""expansion_state"": ""accelerating""}",2,SYNTHETIC
900,show instruments that are digital,READ,instrument,{},"{""type"": ""digital""}",1,SYNTHETIC
901,delete paintings that are forged,DELETE,painting,{},"{""authenticity"": ""forged""}",1,SYNTHETIC
902,"update sculptures in poor condition, set restoration_needed=true",UPDATE,sculpture,"{""restoration_needed"": ""true""}","{""condition"": ""poor""}",2,SYNTHETIC
903,add a student with gpa=3.8,ADD,student,"{""gpa"": ""3.8""}",{},1,SYNTHETIC
904,add subject with topic=Artificial Intelligence,ADD,subject,"{""topic"": ""Artificial Intelligence""}",{},1,SYNTHETIC
905,add teacher with research_area=Machine Learning,ADD,teacher,"{""research_area"": ""Machine Learning""}",{},1,SYNTHETIC
906,add outcome with recurrence=monthly,ADD,outcome,"{""recurrence"": ""monthly""}",{},1,SYNTHETIC
907,add invoice with item_count=5,ADD,invoice,"{""item_count"": ""5""}",{},1,SYNTHETIC
908,add test with max_score=100,ADD,test,"{""max_score"": ""100""}",{},1,SYNTHETIC
909,add article with publication_venue=Journal of Science,ADD,article,"{""publication_venue"": ""Journal of Science""}",{},1,SYNTHETIC
910,add course with start_time=9:00 AM,ADD,course,"{""start_time"": ""9:00 AM""}",{},1,SYNTHETIC
911,add book with publisher=Penguin Random House,ADD,book,"{""publisher"": ""Penguin Random House""}",{},1,SYNTHETIC
912,add employee with employment_type=full-time,ADD,employee,"{""employment_type"": ""full-time""}",{},1,SYNTHETIC
913,add product with category=Electronics,ADD,product,"{""category"": ""Electronics""}",{},1,SYNTHETIC
914,add customer with preferred_contact=email,ADD,customer,"{""preferred_contact"": ""email""}",{},1,SYNTHETIC
915,add order with payment_status=pending,ADD,order,"{""payment_status"": ""pending""}",{},1,SYNTHETIC
916,add project with team_size=10,ADD,project,"{""team_size"": ""10""}",{},1,SYNTHETIC
917,add task with completion_percentage=50,ADD,task,"{""completion_percentage"": ""50""}",{},1,SYNTHETIC
918,add event with registration_required=true,ADD,event,"{""registration_required"": ""true""}",{},1,SYNTHETIC
919,add feedback with submission_date=2025-06-15,ADD,feedback,"{""submission_date"": ""2025-06-15""}",{},1,SYNTHETIC
920,add user with last_password_change=3 months ago,ADD,user,"{""last_password_change"": ""3 months ago""}",{},1,SYNTHETIC
921,add report with audience=internal,ADD,report,"{""audience"": ""internal""}",{},1,SYNTHETIC
922,add document with security_level=confidential,ADD,document,"{""security_level"": ""confidential""}",{},1,SYNTHETIC
923,add movie with box_office_revenue=1 billion,ADD,movie,"{""box_office_revenue"": ""1 billion""}",{},1,SYNTHETIC
924,add song with album_name=Greatest Hits,ADD,song,"{""album_name"": ""Greatest Hits""}",{},1,SYNTHETIC
925,add album with record_label=Universal Music,ADD,album,"{""record_label"": ""Universal Music""}",{},1,SYNTHETIC
926,add playlist with genre_mix=Pop/Rock,ADD,playlist,"{""genre_mix"": ""Pop/Rock""}",{},1,SYNTHETIC
927,add podcast with listener_count=50000,ADD,podcast,"{""listener_count"": ""50000""}",{},1,SYNTHETIC
928,add recipe with image_url=example.com/recipe.jpg,ADD,recipe,"{""image_url"": ""example.com/recipe.jpg""}",{},1,SYNTHETIC
929,add ingredient with supplier=Local Farm,ADD,ingredient,"{""supplier"": ""Local Farm""}",{},1,SYNTHETIC
930,add restaurant with website=therestaurant.com,ADD,restaurant,"{""website"": ""therestaurant.com""}",{},1,SYNTHETIC
931,add car with VIN=ABC123XYZ,ADD,car,"{""VIN"": ""ABC123XYZ""}",{},1,SYNTHETIC
932,add house with builder=Green Homes,ADD,house,"{""builder"": ""Green Homes""}",{},1,SYNTHETIC
933,add pet with vet_name=Dr. Animal,ADD,pet,"{""vet_name"": ""Dr. Animal""}",{},1,SYNTHETIC
934,add plant with scientific_name=Rosa gallica,ADD,plant,"{""scientific_name"": ""Rosa gallica""}",{},1,SYNTHETIC
935,add computer with graphics_card=Nvidia RTX 4090,ADD,computer,"{""graphics_card"": ""Nvidia RTX 4090""}",{},1,SYNTHETIC
936,add phone with camera_megapixels=48MP,ADD,phone,"{""camera_megapixels"": ""48MP""}",{},1,SYNTHETIC
937,add appliance with power_consumption=500W,ADD,appliance,"{""power_consumption"": ""500W""}",{},1,SYNTHETIC
938,add clothing with season=summer,ADD,clothing,"{""season"": ""summer""}",{},1,SYNTHETIC
939,add footwear with occasion=casual,ADD,footwear,"{""occasion"": ""casual""}",{},1,SYNTHETIC
940,add furniture with design_style=modern,ADD,furniture,"{""design_style"": ""modern""}",{},1,SYNTHETIC
941,add building with architect=Frank Gehry,ADD,building,"{""architect"": ""Frank Gehry""}",{},1,SYNTHETIC
942,add device with voice_assistant=Alexa,ADD,device,"{""voice_assistant"": ""Alexa""}",{},1,SYNTHETIC
943,add software with license_key=XYZ789,ADD,software,"{""license_key"": ""XYZ789""}",{},1,SYNTHETIC
944,"add game with minimum_requirements='8GB RAM, GTX 1060'",ADD,game,"{""minimum_requirements"": ""8GB RAM, GTX 1060""}",{},1,SYNTHETIC
945,"add console with connectivity_ports='HDMI, USB-C'",ADD,console,"{""connectivity_ports"": ""HDMI, USB-C""}",{},1,SYNTHETIC
946,add artwork with acquisition_date=2022-10-01,ADD,artwork,"{""acquisition_date"": ""2022-10-01""}",{},1,SYNTHETIC
947,add museum with permanent_collection_size=10000,ADD,museum,"{""permanent_collection_size"": ""10000""}",{},1,SYNTHETIC
948,add monument with last_restoration_year=2015,ADD,monument,"{""last_restoration_year"": ""2015""}",{},1,SYNTHETIC
949,add landmark with historical_period=Ancient Rome,ADD,landmark,"{""historical_period"": ""Ancient Rome""}",{},1,SYNTHETIC
950,add country with national_anthem=The Star-Spangled Banner,ADD,country,"{""national_anthem"": ""The Star-Spangled Banner""}",{},1,SYNTHETIC
951,add city with major_airport=LAX,ADD,city,"{""major_airport"": ""LAX""}",{},1,SYNTHETIC
952,add person with education_level=PhD,ADD,person,"{""education_level"": ""PhD""}",{},1,SYNTHETIC
953,add animal with average_weight=500 kg,ADD,animal,"{""average_weight"": ""500 kg""}",{},1,SYNTHETIC
954,add planet with surface_temperature= -63 C,ADD,planet,"{""surface_temperature"": ""-63 C""}",{},1,SYNTHETIC
955,add star with spectral_type=M-type,ADD,star,"{""spectral_type"": ""M-type""}",{},1,SYNTHETIC
956,add galaxy with central_supermassive_black_hole=true,ADD,galaxy,"{""central_supermassive_black_hole"": ""true""}",{},1,SYNTHETIC
957,add universe with dark_energy_density=constant,ADD,universe,"{""dark_energy_density"": ""constant""}",{},1,SYNTHETIC
958,add instrument with condition=used,ADD,instrument,"{""condition"": ""used""}",{},1,SYNTHETIC
959,add painting with frame_type=ornate,ADD,painting,"{""frame_type"": ""ornate""}",{},1,SYNTHETIC
960,add sculpture with acquisition_method=donation,ADD,sculpture,"{""acquisition_method"": ""donation""}",{},1,SYNTHETIC
961,show students with last name Smith,READ,student,{},"{""last_name"": ""Smith""}",1,SYNTHETIC
962,delete subjects with no assigned teacher,DELETE,subject,{},"{""assigned_teacher"": ""none""}",1,SYNTHETIC
963,"update teachers with office number 101, set availability=Mon-Fri",UPDATE,teacher,"{""availability"": ""Mon-Fri""}","{""office_number"": ""101""}",2,SYNTHETIC
964,get outcomes with description containing 'travel',READ,outcome,{},"{""description_contains"": ""travel""}",1,SYNTHETIC
965,add invoice with recipient=ABC Corp,ADD,invoice,"{""recipient"": ""ABC Corp""}",{},1,SYNTHETIC
966,delete tests from last semester,DELETE,test,{},"{""semester"": ""last""}",1,SYNTHETIC
967,"update articles with category 'Technology', set review_status=completed",UPDATE,article,"{""review_status"": ""completed""}","{""category"": ""Technology""}",2,SYNTHETIC
968,show courses for freshmen,READ,course,{},"{""target_audience"": ""freshmen""}",1,SYNTHETIC
969,delete books with missing pages,DELETE,book,{},"{""condition"": ""missing pages""}",1,SYNTHETIC
970,"update employees on leave, set leave_end_date=2025-07-01",UPDATE,employee,"{""leave_end_date"": ""2025-07-01""}","{""status"": ""on leave""}",2,SYNTHETIC
971,get products on sale,READ,product,{},"{""on_sale"": ""true""}",1,SYNTHETIC
972,delete customers with invalid email addresses,DELETE,customer,{},"{""email_valid"": ""false""}",1,SYNTHETIC
973,"update orders with high value, set expedited_shipping=true",UPDATE,order,"{""expedited_shipping"": ""true""}","{""value"": ""high""}",2,SYNTHETIC
974,show projects with a critical path identified,READ,project,{},"{""critical_path_identified"": ""true""}",1,SYNTHETIC
975,delete tasks assigned to Bob,DELETE,task,{},"{""assigned_to"": ""Bob""}",1,SYNTHETIC
976,"update events marked as draft, set published=true",UPDATE,event,"{""published"": ""true""}","{""status"": ""draft""}",2,SYNTHETIC
